,ts_3,ts_4,len_captured,len_original,total_length,fragment_offset,tcp_seq_no,tcp_ack_no,tcp_data_off,tcp_window
131,1742907993.9999961832,179820.00048548261947,121.999998687899051615,121.999998687899051615,88.00000017882900424,63.999999994651363164,1499482115.6789458963,2568464425.059238913,5.0000000154193654637,260.00064724410142958
132,1742907599.9999996051,605633.99631938429735,656.0000019590518244,656.0000019590518244,622.0000086639272087,63.999999994651363164,1295041408.8238604821,649351994.0216736599,7.9999999547234296768,8.999347047512843645
133,1742907599.9999996051,605633.99631938429735,656.0000019590518244,656.0000019590518244,622.0000086639272087,63.999999994651363164,1295041408.8238604821,649351994.0216736599,7.9999999547234296768,8.999347047512843645
134,1742907599.9999996051,605633.99631938429735,656.0000019590518244,656.0000019590518244,622.0000086639272087,63.999999994651363164,1295041408.8238604821,649351994.0216736599,7.9999999547234296768,8.999347047512843645
135,1742907599.9999996051,605633.99631938429735,656.0000019590518244,656.0000019590518244,622.0000086639272087,63.999999994651363164,1295041408.8238604821,649351994.0216736599,7.9999999547234296768,8.999347047512843645
136,1742907807.9999983466,564955.9999829883518,66.00000046278192313,66.00000046278192313,32.000001680632990594,63.999999994651363164,4186344576.9142170465,53.21485363633837551,7.9999999547234296768,64240.000794727682656
137,1742907807.9999983466,564955.9999829883518,66.00000046278192313,66.00000046278192313,32.000001680632990594,63.999999994651363164,4186344576.9142170465,53.21485363633837551,7.9999999547234296768,64240.000794727682656
138,1742907807.9999983466,564955.9999829883518,66.00000046278192313,66.00000046278192313,32.000001680632990594,63.999999994651363164,4186344576.9142170465,53.21485363633837551,7.9999999547234296768,64240.000794727682656
139,1742907809.0000009069,569057.0005624545281,66.00000046278192313,66.00000046278192313,32.000001680632990594,63.999999994651363164,4186344576.9142170465,53.21485363633837551,7.9999999547234296768,64240.000794727682656
140,1742908004.999989343,142128.01112827630405,66.00000046278192313,66.00000046278192313,32.000001680632990594,63.999999994651363164,3064766931.8116643145,53.21485363633837551,7.9999999547234296768,64240.000794727682656
141,1742908199.0000193311,643419.0041428547015,66.00000046278192313,66.00000046278192313,32.000001680632990594,63.999999994651363164,4272542538.1296643845,53.21485363633837551,7.9999999547234296768,64240.000794727682656
142,1742907809.0000009069,569211.9984212833381,66.00000046278192313,66.00000046278192313,32.000001680632990594,63.999999994651363164,3969102007.8019971827,4186344488.862057494,7.9999999547234296768,5839.999753249341776
143,1742907809.0000009069,569211.9984212833381,66.00000046278192313,66.00000046278192313,32.000001680632990594,63.999999994651363164,3969102007.8019971827,4186344488.862057494,7.9999999547234296768,5839.999753249341776
144,1742908004.999989343,142316.0059827310152,66.00000046278192313,66.00000046278192313,32.000001680632990594,63.999999994651363164,2757395045.395550795,3064766947.468810292,7.9999999547234296768,5839.999753249341776
145,1742908199.0000193311,643593.00157301007135,66.00000046278192313,66.00000046278192313,32.000001680632990594,63.999999994651363164,1496069346.9187745951,4272542465.6995218345,7.9999999547234296768,5839.999753249341776
146,1742907590.0000002546,7250.994598795229905,54.000000843113967024,54.000000843113967024,20.000000970508224125,63.999999994651363164,2708662489.6793616237,369750498.47864447732,5.0000000154193654637,-0.0003508984923108471321
147,1742907590.0000002546,7250.994598795229905,54.000000843113967024,54.000000843113967024,20.000000970508224125,63.999999994651363164,2708662489.6793616237,369750498.47864447732,5.0000000154193654637,-0.0003508984923108471321
148,1742907809.0000009069,631835.0020014028576,54.000000843113967024,54.000000843113967024,20.000000970508224125,63.999999994651363164,4186344576.9142170465,3969102013.392468552,5.0000000154193654637,1025.9992494602077855
